201710;001;00;0000;SS  ;000  ;000;17790;C  ;SFAMREG Holding Course        ;L  ;M  ;0050;0000;0050;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0000                                                                      
201710;001;BU;MGMT;MGMT;490  ;002;10817;A  ;Business Policy               ;HLE;M1 ;0030;0028;0002;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;HYBRID    ;Banerji,Kunal            ;0084;0003                                                                      
201710;001;BU;MGMT;MGMT;490  ;002;10817;A  ;Business Policy               ;HLE;M1 ;0030;0028;0002;12/07/2016;12/07/2016;11:30 am;12:45 pm; ; ;W; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0084;0003                                                                      
201710;001;BU;MGMT;MGMT;490  ;002;10817;A  ;Business Policy               ;HLE;M1 ;0030;0028;0002;11/30/2016;11/30/2016;11:30 am;12:45 pm; ; ;W; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0084;0003                                                                      
201710;001;BU;MGMT;MGMT;490  ;002;10817;A  ;Business Policy               ;HLE;M1 ;0030;0028;0002;11/16/2016;11/16/2016;11:30 am;12:45 pm; ; ;W; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0084;0003                                                                      
201710;001;BU;MGMT;MGMT;490  ;003;10818;A  ;Business Policy               ;ELE;M1 ;0030;0025;0005;09/07/2016;12/20/2016;02:30 pm;03:45 pm;M; ;W; ; ; ; ;OWEN  ;317       ;NOT ASSIGNED             ;0075;0003                                                                      
201710;001;BU;MGMT;MGMT;490  ;005;10819;A  ;Business Policy               ;ELE;M1 ;0030;0030;0000;09/07/2016;12/20/2016;06:30 pm;09:10 pm; ; ;W; ; ; ; ;OWEN  ;325       ;NOT ASSIGNED             ;0090;0003                                                                      
201710;001;BU;MGMT;MGMT;490  ;006;17007;A  ;Business Policy               ;DEO;WW1;0025;0024;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;          ;Chowdhury,Sanjib         ;0072;0003                                                                      
201710;001;BU;MGMT;MGMT;490  ;007;17008;A  ;Business Policy               ;DEO;WW1;0025;0024;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;          ;Newell,Stephanie         ;0072;0003                                                                      
201710;001;BU;MGMT;MGMT;492  ;000;16817;A  ;Managing World Bus Communicatn;ELE;M1 ;0030;0013;0017;09/07/2016;12/20/2016;01:00 pm;02:15 pm; ;T; ;R; ; ; ;OWEN  ;317       ;Victor,David             ;0039;0003                                                                      
201710;001;BU;MGMT;MGMT;495  ;000;14957;A  ;International Management      ;HLE;M1 ;0020;0010;0010;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;HYBRID    ;Banerji,Kunal            ;0030;0003                                                                      
201710;001;BU;MGMT;MGMT;495  ;000;14957;A  ;International Management      ;HLE;M1 ;0020;0010;0010;12/05/2016;12/05/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0030;0003                                                                      
201710;001;BU;MGMT;MGMT;495  ;000;14957;A  ;International Management      ;HLE;M1 ;0020;0010;0010;11/21/2016;11/21/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0030;0003                                                                      
201710;001;BU;MGMT;MGMT;495  ;000;14957;A  ;International Management      ;HLE;M1 ;0020;0010;0010;10/24/2016;10/24/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0030;0003                                                                      
201710;001;BU;MGMT;MGMT;495  ;000;14957;A  ;International Management      ;HLE;M1 ;0020;0010;0010;10/17/2016;10/17/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0030;0003                                                                      
201710;001;BU;MGMT;MGMT;495  ;000;14957;A  ;International Management      ;HLE;M1 ;0020;0010;0010;10/10/2016;10/10/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0030;0003                                                                      
201710;001;BU;MGMT;MGMT;495  ;000;14957;A  ;International Management      ;HLE;M1 ;0020;0010;0010;10/03/2016;10/03/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0030;0003                                                                      
201710;001;BU;MGMT;MGMT;495  ;000;14957;A  ;International Management      ;HLE;M1 ;0020;0010;0010;09/26/2016;09/26/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0030;0003                                                                      
201710;001;BU;MGMT;MGMT;495  ;000;14957;A  ;International Management      ;HLE;M1 ;0020;0010;0010;09/19/2016;09/19/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0030;0003                                                                      
201710;001;BU;MGMT;MGMT;495  ;000;14957;A  ;International Management      ;HLE;M1 ;0020;0010;0010;09/12/2016;09/12/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0030;0003                                                                      
201710;001;BU;MGMT;MGMT;495  ;000;14957;A  ;International Management      ;HLE;M1 ;0020;0010;0010;12/12/2016;12/12/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0030;0003                                                                      
201710;001;BU;MGMT;MGMT;496  ;000;13165;C  ;Currnt Issues-Human Resrce Mgt;ELE;M1 ;0030;0000;0030;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;BU;MGMT;MGMT;496  ;000;16806;A  ;Currnt Issues-Human Resrce Mgt;HLE;M1 ;0030;0013;0017;12/14/2016;12/14/2016;11:30 am;12:45 pm; ; ;W; ; ; ; ;OWEN  ;317       ;Higgins,F LaVerne        ;0039;0003                                                                      
201710;001;BU;MGMT;MGMT;496  ;000;16806;A  ;Currnt Issues-Human Resrce Mgt;HLE;M1 ;0030;0013;0017;11/16/2016;11/16/2016;11:30 am;12:45 pm; ; ;W; ; ; ; ;OWEN  ;317       ;Higgins,F LaVerne        ;0039;0003                                                                      
201710;001;BU;MGMT;MGMT;496  ;000;16806;A  ;Currnt Issues-Human Resrce Mgt;HLE;M1 ;0030;0013;0017;11/09/2016;11/09/2016;11:30 am;12:45 pm; ; ;W; ; ; ; ;OWEN  ;317       ;Higgins,F LaVerne        ;0039;0003                                                                      
201710;001;BU;MGMT;MGMT;496  ;000;16806;A  ;Currnt Issues-Human Resrce Mgt;HLE;M1 ;0030;0013;0017;11/02/2016;11/02/2016;11:30 am;12:45 pm; ; ;W; ; ; ; ;OWEN  ;317       ;Higgins,F LaVerne        ;0039;0003                                                                      
201710;001;BU;MGMT;MGMT;496  ;000;16806;A  ;Currnt Issues-Human Resrce Mgt;HLE;M1 ;0030;0013;0017;10/26/2016;10/26/2016;11:30 am;12:45 pm; ; ;W; ; ; ; ;OWEN  ;317       ;Higgins,F LaVerne        ;0039;0003                                                                      
201710;001;BU;MGMT;MGMT;496  ;000;16806;A  ;Currnt Issues-Human Resrce Mgt;HLE;M1 ;0030;0013;0017;10/19/2016;10/19/2016;11:30 am;12:45 pm; ; ;W; ; ; ; ;OWEN  ;317       ;Higgins,F LaVerne        ;0039;0003                                                                      
201710;001;BU;MGMT;MGMT;496  ;000;16806;A  ;Currnt Issues-Human Resrce Mgt;HLE;M1 ;0030;0013;0017;10/12/2016;10/12/2016;11:30 am;12:45 pm; ; ;W; ; ; ; ;OWEN  ;317       ;Higgins,F LaVerne        ;0039;0003                                                                      
201710;001;BU;MGMT;MGMT;496  ;000;16806;A  ;Currnt Issues-Human Resrce Mgt;HLE;M1 ;0030;0013;0017;10/05/2016;10/05/2016;11:30 am;12:45 pm; ; ;W; ; ; ; ;OWEN  ;317       ;Higgins,F LaVerne        ;0039;0003                                                                      
201710;001;BU;MGMT;MGMT;496  ;000;16806;A  ;Currnt Issues-Human Resrce Mgt;HLE;M1 ;0030;0013;0017;09/28/2016;09/28/2016;11:30 am;12:45 pm; ; ;W; ; ; ; ;OWEN  ;317       ;Higgins,F LaVerne        ;0039;0003                                                                      
201710;001;BU;MGMT;MGMT;496  ;000;16806;A  ;Currnt Issues-Human Resrce Mgt;HLE;M1 ;0030;0013;0017;09/21/2016;09/21/2016;11:30 am;12:45 pm; ; ;W; ; ; ; ;OWEN  ;317       ;Higgins,F LaVerne        ;0039;0003                                                                      
201710;001;BU;MGMT;MGMT;496  ;000;16806;A  ;Currnt Issues-Human Resrce Mgt;HLE;M1 ;0030;0013;0017;09/14/2016;09/14/2016;11:30 am;12:45 pm; ; ;W; ; ; ; ;OWEN  ;317       ;Higgins,F LaVerne        ;0039;0003                                                                      
201710;001;BU;MGMT;MGMT;496  ;000;16806;A  ;Currnt Issues-Human Resrce Mgt;HLE;M1 ;0030;0013;0017;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;HYBRID    ;Higgins,F LaVerne        ;0039;0003                                                                      
201710;001;BU;MGMT;MGMT;496  ;000;16806;A  ;Currnt Issues-Human Resrce Mgt;HLE;M1 ;0030;0013;0017;11/30/2016;11/30/2016;11:30 am;12:45 pm; ; ;W; ; ; ; ;OWEN  ;317       ;Higgins,F LaVerne        ;0039;0003                                                                      
201710;001;BU;MGMT;MGMT;496  ;000;16806;A  ;Currnt Issues-Human Resrce Mgt;HLE;M1 ;0030;0013;0017;12/07/2016;12/07/2016;11:30 am;12:45 pm; ; ;W; ; ; ; ;OWEN  ;317       ;Higgins,F LaVerne        ;0039;0003                                                                      
201710;001;BU;MGMT;MGMT;496  ;000;16806;A  ;Currnt Issues-Human Resrce Mgt;HLE;M1 ;0030;0013;0017;09/07/2016;09/07/2016;11:30 am;12:45 pm; ; ;W; ; ; ; ;OWEN  ;317       ;Higgins,F LaVerne        ;0039;0003                                                                      
201710;001;BU;MGMT;MGMT;497  ;000;11276;A  ;Independent Study             ;IST;M1 ;0010;0000;0010;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0001                                                                      
201710;001;BU;MGMT;MGMT;497  ;000;14188;A  ;Independent Study             ;IST;M1 ;0005;0000;0005;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0001                                                                      
201710;001;BU;MGMT;MGMT;498  ;000;10820;A  ;Independent Study             ;IST;M1 ;0010;0000;0010;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0002                                                                      
201710;001;BU;MGMT;MGMT;499  ;000;10821;A  ;Independent Study             ;IST;M1 ;0010;0000;0010;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;BU;MGMT;MGMT;505  ;000;16994;A  ;Organizatnl Theory & Behavior ;HLE;LV5;0030;0008;0022;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;HYBRID    ;Krolik,James J           ;0024;0003                                                                      
201710;001;BU;MGMT;MGMT;505  ;000;16994;A  ;Organizatnl Theory & Behavior ;HLE;LV5;0030;0008;0022;12/17/2016;12/17/2016;09:00 am;12:00 pm; ; ; ; ; ;S; ;EMULIV;          ;Krolik,James J           ;0024;0003                                                                      
201710;001;BU;MGMT;MGMT;505  ;000;16994;A  ;Organizatnl Theory & Behavior ;HLE;LV5;0030;0008;0022;11/12/2016;11/12/2016;09:00 am;03:30 pm; ; ; ; ; ;S; ;EMULIV;          ;Krolik,James J           ;0024;0003                                                                      
201710;001;BU;MGMT;MGMT;505  ;000;16994;A  ;Organizatnl Theory & Behavior ;HLE;LV5;0030;0008;0022;10/15/2016;10/15/2016;09:00 am;03:30 pm; ; ; ; ; ;S; ;EMULIV;          ;Krolik,James J           ;0024;0003                                                                      
201710;001;BU;MGMT;MGMT;505  ;000;16994;A  ;Organizatnl Theory & Behavior ;HLE;LV5;0030;0008;0022;09/17/2016;09/17/2016;09:00 am;03:30 pm; ; ; ; ; ;S; ;EMULIV;          ;Krolik,James J           ;0024;0003                                                                      
201710;001;BU;MGMT;MGMT;505  ;000;16994;A  ;Organizatnl Theory & Behavior ;HLE;LV5;0030;0008;0022;09/10/2016;09/10/2016;09:00 am;12:00 pm; ; ; ; ; ;S; ;EMULIV;          ;Krolik,James J           ;0024;0003                                                                      
201710;001;BU;MGMT;MGMT;505  ;002;14133;C  ;Organizatnl Theory & Behavior ;HLE;M5 ;0030;0000;0030;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;BU;MGMT;MGMT;505  ;003;17009;A  ;Organizatnl Theory & Behavior ;DEO;WW5;0025;0008;0017;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;          ;Camp,Richaurd R          ;0024;0003                                                                      
201710;001;BU;MGMT;MGMT;509  ;000;13966;A  ;Strategic Human Resource Mgmt ;HLE;M5 ;0030;0007;0023;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;HYBRID    ;Pandey,Alankrita         ;0021;0003                                                                      
201710;001;BU;MGMT;MGMT;509  ;000;13966;A  ;Strategic Human Resource Mgmt ;HLE;M5 ;0030;0007;0023;10/03/2016;10/03/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;317       ;Pandey,Alankrita         ;0021;0003                                                                      
201710;001;BU;MGMT;MGMT;509  ;000;13966;A  ;Strategic Human Resource Mgmt ;HLE;M5 ;0030;0007;0023;09/19/2016;09/19/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;317       ;Pandey,Alankrita         ;0021;0003                                                                      
201710;001;BU;MGMT;MGMT;509  ;000;13966;A  ;Strategic Human Resource Mgmt ;HLE;M5 ;0030;0007;0023;12/05/2016;12/05/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;317       ;Pandey,Alankrita         ;0021;0003                                                                      
201710;001;BU;MGMT;MGMT;509  ;000;13966;A  ;Strategic Human Resource Mgmt ;HLE;M5 ;0030;0007;0023;11/21/2016;11/21/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;317       ;Pandey,Alankrita         ;0021;0003                                                                      
201710;001;BU;MGMT;MGMT;509  ;000;13966;A  ;Strategic Human Resource Mgmt ;HLE;M5 ;0030;0007;0023;10/17/2016;10/17/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;317       ;Pandey,Alankrita         ;0021;0003                                                                      
201710;001;BU;MGMT;MGMT;509  ;000;13966;A  ;Strategic Human Resource Mgmt ;HLE;M5 ;0030;0007;0023;11/07/2016;11/07/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;317       ;Pandey,Alankrita         ;0021;0003                                                                      
201710;001;BU;MGMT;MGMT;509  ;001;17010;A  ;Strategic Human Resource Mgmt ;DEO;WW5;0025;0009;0016;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;          ;Frye,Crissie M           ;0027;0003                                                                      
201710;001;BU;MGMT;MGMT;513  ;000;17011;A  ;Business Communication Seminar;DEO;WW5;0025;0001;0024;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;          ;Day,Christine R          ;0001;0001                                                                      
201710;001;BU;MGMT;MGMT;550  ;000;14958;A  ;Intrntl Mgt:A Cultrl Prspctive;HLE;M5 ;0010;0000;0010;09/12/2016;09/12/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0000;0003                                                                      
201710;001;BU;MGMT;MGMT;550  ;000;14958;A  ;Intrntl Mgt:A Cultrl Prspctive;HLE;M5 ;0010;0000;0010;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;HYBRID    ;Banerji,Kunal            ;0000;0003                                                                      
201710;001;BU;MGMT;MGMT;550  ;000;14958;A  ;Intrntl Mgt:A Cultrl Prspctive;HLE;M5 ;0010;0000;0010;12/12/2016;12/12/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0000;0003                                                                      
201710;001;BU;MGMT;MGMT;550  ;000;14958;A  ;Intrntl Mgt:A Cultrl Prspctive;HLE;M5 ;0010;0000;0010;12/05/2016;12/05/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0000;0003                                                                      
201710;001;BU;MGMT;MGMT;550  ;000;14958;A  ;Intrntl Mgt:A Cultrl Prspctive;HLE;M5 ;0010;0000;0010;09/19/2016;09/19/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0000;0003                                                                      
201710;001;BU;MGMT;MGMT;550  ;000;14958;A  ;Intrntl Mgt:A Cultrl Prspctive;HLE;M5 ;0010;0000;0010;09/26/2016;09/26/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0000;0003                                                                      
201710;001;BU;MGMT;MGMT;550  ;000;14958;A  ;Intrntl Mgt:A Cultrl Prspctive;HLE;M5 ;0010;0000;0010;10/03/2016;10/03/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0000;0003                                                                      
201710;001;BU;MGMT;MGMT;550  ;000;14958;A  ;Intrntl Mgt:A Cultrl Prspctive;HLE;M5 ;0010;0000;0010;10/10/2016;10/10/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0000;0003                                                                      
201710;001;BU;MGMT;MGMT;550  ;000;14958;A  ;Intrntl Mgt:A Cultrl Prspctive;HLE;M5 ;0010;0000;0010;10/17/2016;10/17/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0000;0003                                                                      
201710;001;BU;MGMT;MGMT;550  ;000;14958;A  ;Intrntl Mgt:A Cultrl Prspctive;HLE;M5 ;0010;0000;0010;10/24/2016;10/24/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0000;0003                                                                      
201710;001;BU;MGMT;MGMT;550  ;000;14958;A  ;Intrntl Mgt:A Cultrl Prspctive;HLE;M5 ;0010;0000;0010;11/21/2016;11/21/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;315       ;Banerji,Kunal            ;0000;0003                                                                      
201710;001;BU;MGMT;MGMT;570  ;000;17012;A  ;New Venture Creation          ;DEO;WW5;0025;0005;0020;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;          ;Newell,Stephanie         ;0015;0003                                                                      
201710;001;BU;MGMT;MGMT;590  ;000;17013;A  ;Professional Networking       ;DEO;WW5;0025;0006;0019;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;          ;Day,Christine R          ;0006;0001                                                                      
201710;001;BU;MGMT;MGMT;598  ;000;14038;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0002                                                                      
201710;001;BU;MGMT;MGMT;599  ;000;16104;C  ;Negotiations                  ;IST;M5 ;0001;0000;0001;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;BU;MGMT;MGMT;602  ;000;10822;A  ;Theory&Tech of Organiz Develop;ELE;M5 ;0025;0025;0000;09/07/2016;12/20/2016;06:30 pm;09:10 pm; ;T; ; ; ; ; ;OWEN  ;217       ;Huszczo,Gregory E        ;0075;0003                                                                      
201710;001;BU;MGMT;MGMT;602  ;001;16995;A  ;Theory&Tech of Organiz Develop;HLE;LV5;0025;0010;0015;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;HYBRID    ;Wong,Diana               ;0030;0003                                                                      
201710;001;BU;MGMT;MGMT;602  ;001;16995;A  ;Theory&Tech of Organiz Develop;HLE;LV5;0025;0010;0015;12/17/2016;12/17/2016;09:00 am;12:00 pm; ; ; ; ; ;S; ;EMULIV;          ;Wong,Diana               ;0030;0003                                                                      
201710;001;BU;MGMT;MGMT;602  ;001;16995;A  ;Theory&Tech of Organiz Develop;HLE;LV5;0025;0010;0015;12/03/2016;12/03/2016;09:00 am;03:30 pm; ; ; ; ; ;S; ;EMULIV;          ;Wong,Diana               ;0030;0003                                                                      
201710;001;BU;MGMT;MGMT;602  ;001;16995;A  ;Theory&Tech of Organiz Develop;HLE;LV5;0025;0010;0015;09/10/2016;09/10/2016;09:00 am;12:00 pm; ; ; ; ; ;S; ;EMULIV;          ;Wong,Diana               ;0030;0003                                                                      
201710;001;BU;MGMT;MGMT;602  ;001;16995;A  ;Theory&Tech of Organiz Develop;HLE;LV5;0025;0010;0015;10/15/2016;10/15/2016;09:00 am;03:30 pm; ; ; ; ; ;S; ;EMULIV;          ;Wong,Diana               ;0030;0003                                                                      
201710;001;BU;MGMT;MGMT;602  ;001;16995;A  ;Theory&Tech of Organiz Develop;HLE;LV5;0025;0010;0015;10/01/2016;10/01/2016;09:00 am;03:30 pm; ; ; ; ; ;S; ;EMULIV;          ;Wong,Diana               ;0030;0003                                                                      
201710;001;BU;MGMT;MGMT;602  ;001;16995;A  ;Theory&Tech of Organiz Develop;HLE;LV5;0025;0010;0015;09/17/2016;09/17/2016;09:00 am;03:30 pm; ; ; ; ; ;S; ;EMULIV;          ;Wong,Diana               ;0030;0003                                                                      
201710;001;BU;MGMT;MGMT;602  ;001;16995;A  ;Theory&Tech of Organiz Develop;HLE;LV5;0025;0010;0015;11/12/2016;11/12/2016;09:00 am;03:30 pm; ; ; ; ; ;S; ;EMULIV;          ;Wong,Diana               ;0030;0003                                                                      
201710;001;BU;MGMT;MGMT;602  ;001;16995;A  ;Theory&Tech of Organiz Develop;HLE;LV5;0025;0010;0015;10/29/2016;10/29/2016;09:00 am;03:30 pm; ; ; ; ; ;S; ;EMULIV;          ;Wong,Diana               ;0030;0003                                                                      
201710;001;BU;MGMT;MGMT;603  ;000;17014;A  ;Corporate Entrepreneurship    ;DEO;WW5;0025;0018;0007;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;          ;Chowdhury,Sanjib         ;0054;0003                                                                      
201710;001;BU;MGMT;MGMT;604  ;000;10823;A  ;Strategic Communication&Ethics;ELE;M5 ;0025;0005;0020;09/07/2016;12/20/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;OWEN  ;472       ;Tubbs,Stewart            ;0015;0003                                                                      
201710;001;BU;MGMT;MGMT;604  ;001;17015;A  ;Strategic Communication&Ethics;DEO;WW5;0025;0015;0010;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;          ;Endres,Megan L           ;0045;0003                                                                      
201710;001;BU;MGMT;MGMT;610  ;000;11742;A  ;Diagnos Techqs&Research Methds;ELE;M5 ;0025;0021;0004;09/07/2016;12/20/2016;06:30 pm;09:10 pm; ; ; ;R; ; ; ;OWEN  ;317       ;Schulz,Eric R            ;0063;0003                                                                      
201710;001;BU;MGMT;MGMT;610  ;001;16963;A  ;Diagnos Techqs&Research Methds;ELE;IN5;0030;0030;0000;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;CHINA ;          ;Newell,Stephanie         ;0090;0003                                                                      
201710;001;BU;MGMT;MGMT;610  ;002;16996;C  ;Diagnos Techqs&Research Methds;HLE;LV5;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;BU;MGMT;MGMT;610  ;004;17782;A  ;Diagnos Techqs&Research Methds;HLE;LV5;0025;0007;0018;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;HYBRID    ;Pandey,Alankrita         ;0021;0003                                                                      
201710;001;BU;MGMT;MGMT;610  ;004;17782;A  ;Diagnos Techqs&Research Methds;HLE;LV5;0025;0007;0018;12/17/2016;12/17/2016;12:30 pm;03:30 pm; ; ; ; ; ;S; ;EMULIV;          ;Pandey,Alankrita         ;0021;0003                                                                      
201710;001;BU;MGMT;MGMT;610  ;004;17782;A  ;Diagnos Techqs&Research Methds;HLE;LV5;0025;0007;0018;09/10/2016;09/10/2016;12:30 pm;03:30 pm; ; ; ; ; ;S; ;EMULIV;          ;Pandey,Alankrita         ;0021;0003                                                                      
201710;001;BU;MGMT;MGMT;610  ;004;17782;A  ;Diagnos Techqs&Research Methds;HLE;LV5;0025;0007;0018;11/19/2016;11/19/2016;09:00 am;03:30 pm; ; ; ; ; ;S; ;EMULIV;          ;Pandey,Alankrita         ;0021;0003                                                                      
201710;001;BU;MGMT;MGMT;610  ;004;17782;A  ;Diagnos Techqs&Research Methds;HLE;LV5;0025;0007;0018;09/24/2016;09/24/2016;09:00 am;03:30 pm; ; ; ; ; ;S; ;EMULIV;          ;Pandey,Alankrita         ;0021;0003                                                                      
201710;001;BU;MGMT;MGMT;610  ;004;17782;A  ;Diagnos Techqs&Research Methds;HLE;LV5;0025;0007;0018;10/22/2016;10/22/2016;09:00 am;03:30 pm; ; ; ; ; ;S; ;EMULIV;          ;Pandey,Alankrita         ;0021;0003                                                                      
201710;001;BU;MGMT;MGMT;611  ;000;14954;C  ;HR and Technology             ;HLE;M5 ;0030;0000;0030;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;BU;MGMT;MGMT;611  ;001;16997;A  ;HR and Technology             ;HLE;LV5;0030;0006;0024;11/12/2016;11/12/2016;09:00 am;03:30 pm; ; ; ; ; ;S; ;EMULIV;          ;Isenhour,Linda C         ;0018;0003                                                                      
201710;001;BU;MGMT;MGMT;611  ;001;16997;A  ;HR and Technology             ;HLE;LV5;0030;0006;0024;12/17/2016;12/17/2016;09:00 am;12:00 pm; ; ; ; ; ;S; ;EMULIV;          ;Isenhour,Linda C         ;0018;0003                                                                      
201710;001;BU;MGMT;MGMT;611  ;001;16997;A  ;HR and Technology             ;HLE;LV5;0030;0006;0024;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;HYBRID    ;Isenhour,Linda C         ;0018;0003                                                                      
201710;001;BU;MGMT;MGMT;611  ;001;16997;A  ;HR and Technology             ;HLE;LV5;0030;0006;0024;09/17/2016;09/17/2016;09:00 am;03:30 pm; ; ; ; ; ;S; ;EMULIV;          ;Isenhour,Linda C         ;0018;0003                                                                      
201710;001;BU;MGMT;MGMT;611  ;001;16997;A  ;HR and Technology             ;HLE;LV5;0030;0006;0024;09/10/2016;09/10/2016;09:00 am;12:00 pm; ; ; ; ; ;S; ;EMULIV;          ;Isenhour,Linda C         ;0018;0003                                                                      
201710;001;BU;MGMT;MGMT;611  ;001;16997;A  ;HR and Technology             ;HLE;LV5;0030;0006;0024;10/15/2016;10/15/2016;09:00 am;03:30 pm; ; ; ; ; ;S; ;EMULIV;          ;Isenhour,Linda C         ;0018;0003                                                                      
